TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20191110191670,85,3,56,-1,0,5,-1,60,0,0,-1
20191110191676,85,4,33,2,0,5,-1,0,0,0,0
20191110191676,72,3,39,-1,0,6,-1,0,0,0,-1
20191110191676,79,3,40,-1,0,7,-1,0,0,0,-1
20191110191728,80,2,43,-1,0,4,-1,60,0,0,-1
20191110191734,79,4,47,10,0,2,-1,0,0,0,0
20191110191737,85,4,34,3,0,3,-1,60,0,0,0
20191110191737,85,4,39,5,0,4,-1,60,0,0,0
20191110191741,65,4,34,3,0,6,-1,0,0,0,0
20191110191778,68,1,40,-1,0,8,-1,0,0,0,-1
20191110191782,76,4,33,4,0,2,-1,0,0,0,0
20191110191793,79,4,33,10,0,2,-1,0,0,0,0
20191110191793,80,4,41,5,0,3,-1,0,0,0,0
20191110191793,76,4,42,5,0,4,-1,0,0,0,0
20191110191799,80,4,33,2,0,2,-1,60,0,0,0
20191110191799,85,4,34,2,0,3,-1,0,0,0,0
20191110191844,80,4,33,2,0,3,-1,0,0,0,0
20191110191874,70,1,43,-1,0,4,-1,0,0,0,-1
20191110191874,66,1,43,-1,0,5,-1,0,0,0,-1
20191110191883,78,1,47,-1,0,4,-1,0,0,0,-1
20191110191883,80,1,48,-1,0,5,-1,60,0,0,-1
20191110191885,56,4,44,1,0,2,-1,0,0,0,0
20191110191896,85,4,24,4,1,2,2,0,0,0,0
20191110191909,76,4,39,5,0,4,-1,0,0,0,0
20191110191915,66,4,34,2,0,5,-1,0,0,0,0
20191110191915,69,3,56,-1,0,6,-1,0,0,0,-1
20191110191943,72,4,34,2,0,3,-1,0,0,0,0
20191110191952,66,4,41,3,0,6,-1,0,0,0,0
20191110191974,78,4,34,10,0,5,-1,0,0,0,0
20191110191978,80,4,39,2,0,3,-1,60,0,0,0
20191110192082,85,2,43,-1,0,2,-1,60,0,0,-1
20191110192082,80,2,43,-1,0,3,-1,60,0,0,-1
20191110192085,85,2,33,-1,0,3,-1,60,0,0,-1
20191110192085,77,2,43,-1,0,4,-1,0,0,0,-1
20191110192093,85,4,47,15,0,3,-1,60,0,0,0
20191110192093,67,2,41,-1,0,4,-1,0,0,0,-1
20191110192112,72,1,43,-1,0,2,-1,0,0,0,-1
20191110192141,79,4,43,10,0,3,-1,0,0,0,0
20191110192211,68,4,38,15,0,4,-1,0,0,0,0
20191110192222,80,1,34,-1,0,2,-1,60,0,0,-1
20191110192222,80,1,33,-1,0,3,-1,60,0,0,-1
20191110192226,80,1,43,-1,0,2,-1,60,0,0,-1
20191110192226,85,4,43,2,0,3,-1,60,0,0,0
20191110192226,79,2,43,-1,0,4,-1,0,0,0,-1
20191110192229,85,4,34,2,0,3,-1,60,0,0,0
20191110192239,80,1,33,-1,0,5,-1,60,0,0,-1
20191110192321,85,4,24,10,1,2,2,0,0,0,0
20191110192346,77,1,38,-1,0,3,-1,0,0,0,-1
20191110192346,80,1,49,-1,0,4,-1,0,0,0,-1
20191110192346,85,4,26,5,1,2,2,0,0,0,0
20191110192347,85,4,33,20,0,3,-1,60,0,0,0
20191110192361,62,4,26,5,1,2,2,0,0,0,0
20191110192373,68,2,33,-1,0,2,-1,0,42,0,-1
20191110192373,69,4,34,2,0,3,-1,0,42,0,42
20191110192382,85,3,33,-1,0,4,-1,60,0,0,-1
20191110192406,85,4,20,2,1,2,2,0,0,0,0
20191110192424,77,4,47,6,0,3,-1,0,0,0,0
20191110192431,80,4,34,3,0,5,-1,60,0,0,0
20191110192432,85,4,33,3,0,3,-1,60,0,0,0
20191110192436,80,4,34,2,0,4,-1,0,0,0,0
20191110192455,85,4,33,5,0,3,-1,60,0,0,0
20191110192456,85,4,33,7,0,3,-1,60,0,0,0
20191110192464,70,2,35,-1,0,2,-1,0,0,0,-1
20191110192477,57,4,33,5,0,4,-1,0,0,0,0
20191110192477,71,2,42,-1,0,5,-1,0,0,0,-1
20191111190057,72,1,24,-1,1,2,2,0,0,0,-1
20191111190563,63,1,43,-1,0,2,-1,0,0,0,-1
20191111190563,55,2,43,-1,0,3,-1,0,0,0,-1
20191111190610,80,4,44,5,0,2,-1,60,0,0,0
20191111190610,80,4,44,2,0,3,-1,60,42,0,42
20191111190612,85,4,33,4,0,3,-1,60,0,0,0
20191111190612,80,1,43,-1,0,4,-1,60,0,0,-1
20191111190612,85,4,43,2,0,5,-1,60,0,0,0
20191111190616,80,4,33,10,0,3,-1,60,0,0,0
20191111190616,62,4,38,5,0,4,-1,0,0,0,0
20191111190661,80,4,40,7,0,4,-1,0,0,0,0
20191111190841,85,4,30,2,1,4,4,0,0,0,0
20191111190862,85,4,49,5,0,2,-1,60,0,0,0
20191111190862,85,4,49,4,0,3,-1,60,0,0,0
20191111190885,80,4,20,4,1,2,2,0,0,0,0
20191111190983,80,4,33,4,0,2,-1,60,0,0,0
20191111190983,85,1,34,-1,0,3,-1,60,0,0,-1
20191111190997,80,1,20,-1,1,2,2,0,0,0,-1
20191111191003,85,4,33,7,0,2,-1,60,0,0,0
20191111191101,85,4,33,2,0,3,-1,60,0,0,0
20191111191140,85,4,33,10,0,3,-1,60,0,0,0
20191111191201,56,1,49,-1,0,3,-1,0,0,0,-1
20191111191250,76,4,56,2,0,2,-1,0,0,0,0
20191111191250,80,4,40,10,0,3,-1,60,0,0,0
20191111191250,80,4,39,7,0,4,-1,60,0,0,0
20191111191263,59,4,56,6,0,2,-1,0,0,0,0
20191111191337,85,2,34,-1,0,3,-1,60,0,0,-1
20191111191337,85,2,33,-1,0,4,-1,60,0,0,-1
20191111191376,80,4,43,3,0,3,-1,60,0,0,0
20191111191380,85,4,33,2,0,3,-1,60,0,0,0
20191111191395,80,4,33,3,0,3,-1,60,0,0,0
20191111191646,80,3,43,-1,0,2,-1,0,0,0,-1
20191111191646,78,2,43,-1,0,3,-1,0,0,0,-1
20191111191646,85,2,43,-1,0,4,-1,0,0,0,-1
20191111192223,72,4,20,5,1,2,2,0,0,0,0
20191111192280,80,4,34,3,0,5,-1,0,0,0,0
20191111192280,79,4,44,5,0,6,-1,0,0,0,0
20191111192314,73,4,56,3,0,3,-1,0,0,0,0
20191111192346,85,4,41,3,0,2,-1,60,0,0,0
20191111192346,85,4,41,7,0,3,-1,60,0,0,0
20191111192431,85,4,43,4,0,3,-1,60,0,0,0
20191111192431,85,4,43,4,0,4,-1,60,0,0,0
20191210190694,71,4,33,2,0,5,-1,0,0,0,0
20191210190694,74,4,34,2,0,6,-1,0,0,0,0
20191210190718,65,1,33,-1,0,2,-1,0,0,0,-1
20191210190718,69,1,34,-1,0,3,-1,0,0,0,-1
20191210190822,64,4,20,20,1,2,2,0,0,0,0
20191210191039,80,4,33,2,0,3,-1,60,0,0,0
20191210191153,80,4,40,20,0,7,-1,60,0,0,0
20191210191153,80,4,39,5,0,8,-1,60,0,0,0
20191210191153,85,4,44,3,0,9,-1,60,0,0,0
20191210191164,65,3,49,-1,0,5,-1,0,0,0,-1
20191210191288,85,4,33,5,0,3,-1,0,0,0,0
20191210191288,85,4,34,5,0,4,-1,0,0,0,0
20191210191297,76,1,43,-1,0,3,-1,0,0,0,-1
20191210191326,63,4,33,2,0,3,-1,0,0,0,0
20191210191326,64,4,34,2,0,4,-1,0,0,0,0
20191210191361,80,4,49,6,0,2,-1,61,0,0,0
20191210191434,69,3,33,-1,0,6,-1,0,0,0,-1
20191210191434,69,3,34,-1,0,7,-1,0,0,0,-1
20191210191586,80,4,47,2,0,6,-1,60,0,0,0
20191210191684,78,3,47,-1,0,5,-1,0,0,0,-1
20191210191693,85,4,33,11,0,2,-1,60,0,0,0
20191210191809,72,4,47,5,0,3,-1,0,0,0,0
20191210191924,80,4,33,12,0,3,-1,60,0,0,0
20191210191960,52,4,33,7,0,3,-1,0,0,0,0
20191210191970,80,4,33,3,0,3,-1,60,0,0,0
20191210192061,73,2,47,-1,0,2,-1,0,0,0,-1
20191210192299,80,4,33,3,0,2,-1,0,0,0,0
20191210192299,85,4,34,3,0,3,-1,60,0,0,0
20191210192452,47,1,24,-1,1,2,2,0,0,0,-1
20191210192463,75,1,33,-1,0,5,-1,0,0,0,-1
20191211190007,85,4,39,6,0,5,-1,60,0,0,0
20191211190064,70,4,40,12,0,5,-1,0,0,0,0
20191211190064,65,1,44,-1,0,6,-1,0,0,0,-1
20191211190140,75,1,44,-1,0,2,-1,0,0,0,-1
20191211190515,85,4,33,5,0,2,-1,60,0,0,0
20191211190518,80,1,39,-1,0,3,-1,60,0,0,-1
20191211190601,80,1,20,-1,1,2,2,0,0,0,-1
20191211190627,85,4,33,30,0,2,-1,0,0,0,0
20191211190627,85,4,34,30,0,3,-1,60,0,0,0
20191211190627,58,3,43,-1,0,4,-1,0,0,0,-1
20191211190627,68,4,43,2,0,5,-1,0,0,0,0
20191211190643,57,4,22,5,1,2,2,0,0,0,0
20191211190655,85,4,33,5,0,3,-1,60,0,0,0
20191211190662,80,1,33,-1,0,2,-1,0,0,0,-1
20191211190667,85,4,48,10,0,4,-1,60,0,0,0
20191211190669,71,4,33,3,0,2,-1,0,42,0,42
20191211190694,80,2,47,-1,0,2,-1,60,0,0,-1
20191211190696,75,1,33,-1,0,2,-1,0,0,0,-1
20191211190696,71,1,49,-1,0,3,-1,0,0,0,-1
20191211190723,85,3,43,-1,0,2,-1,60,0,0,-1
20191211190723,60,3,49,-1,0,3,-1,0,0,0,-1
20191211190740,85,4,47,10,0,2,-1,60,0,0,0
20191211190775,85,1,24,-1,1,3,3,0,0,0,-1
20191211190817,78,4,33,5,0,6,-1,0,0,0,0
20191211190817,79,3,34,-1,0,7,-1,0,0,0,-1
20191211190849,60,1,24,-1,1,3,3,0,0,0,-1
20191211190905,80,3,25,-1,1,2,2,0,0,0,-1
20191211190908,68,4,33,3,0,2,-1,0,0,0,0
20191211190915,74,4,41,3,0,4,-1,0,0,0,42
20191211190975,62,3,24,-1,1,2,2,0,42,0,-1
20191211190989,85,1,43,-1,0,2,-1,0,0,0,-1
20191211190989,80,4,49,3,0,3,-1,60,0,0,0
20191211190989,80,4,49,3,0,4,-1,0,0,0,0
20191211191029,76,3,47,-1,0,7,-1,0,0,0,-1
20191211191035,75,4,33,5,0,5,-1,0,0,0,0
20191211191060,85,4,33,7,0,2,-1,60,0,0,0
20191211191079,67,4,24,6,1,3,3,0,0,0,0
20191211191080,85,4,44,2,0,3,-1,60,0,0,0
20191211191080,78,4,44,2,0,4,-1,0,0,0,0
20191211191081,77,3,33,-1,0,4,-1,0,0,0,-1
20191211191120,85,4,33,3,0,3,-1,60,0,0,0
20191211191133,60,4,41,2,0,5,-1,0,0,0,0
20191211191142,73,4,33,15,0,3,-1,0,0,0,0
20191211191162,85,4,47,2,0,7,-1,60,0,0,0
20191211191162,85,4,48,3,0,8,-1,60,0,0,0
20191211191162,67,4,24,4,1,4,4,0,0,0,0
20191211191172,68,1,33,-1,0,6,-1,0,0,0,-1
20191211191193,85,3,43,-1,0,2,-1,60,0,0,-1
20191211191220,85,1,47,-1,0,5,-1,60,0,0,-1
20191211191315,80,4,33,2,0,3,-1,60,0,0,0
20191211191322,85,4,43,5,0,2,-1,60,0,0,0
20191211191322,85,4,43,20,0,3,-1,60,0,0,0
20191211191322,70,1,43,-1,0,4,-1,0,0,0,-1
20191211191329,85,4,47,7,0,5,-1,60,0,0,0
20191211191352,47,4,33,10,0,3,-1,0,0,0,0
20191211191352,59,1,34,-1,0,4,-1,0,0,0,-1
20191211191364,78,4,33,20,0,4,-1,0,0,0,0
20191211191441,67,4,47,2,0,6,-1,0,0,0,0
20191211191461,76,1,20,-1,1,2,2,0,0,0,-1
20191211191474,85,3,47,-1,0,2,-1,60,0,0,-1
20191211191480,75,4,33,2,0,4,-1,0,0,0,0
20191211191480,76,4,34,2,0,5,-1,0,0,0,0
20191211191482,76,1,41,-1,0,2,-1,0,0,0,-1
20191211191493,85,2,39,-1,0,3,-1,60,0,0,-1
20191211191515,69,4,47,4,0,4,-1,0,0,0,0
20191211191515,69,4,48,4,0,5,-1,0,0,0,0
20191211191519,85,4,33,2,0,3,-1,60,0,0,0
20191211191566,75,4,20,12,1,2,2,0,0,0,0
20191211191575,80,1,39,-1,0,8,-1,60,0,0,-1
20191211191576,85,1,47,-1,0,3,-1,60,0,0,-1
20191211191593,85,4,49,2,0,2,-1,0,0,0,0
20191211191617,80,4,56,4,0,2,-1,61,0,0,0
20191211191617,80,4,56,4,0,3,-1,61,0,0,0
20191211191617,76,4,56,4,0,4,-1,42,0,0,0
20191211191617,72,4,56,4,0,5,-1,42,0,0,0
20191211191617,73,4,56,4,0,6,-1,42,0,0,0
20191211191622,75,4,33,2,0,8,-1,0,0,0,0
20191211191622,76,4,34,2,0,9,-1,0,0,0,0
20191211191639,85,3,26,-1,1,4,4,0,0,0,-1
20191211191640,61,1,34,-1,0,2,-1,0,0,0,-1
20191211191662,60,3,56,-1,0,5,-1,0,0,0,-1
20191211191698,76,4,33,5,0,5,-1,0,0,0,0
20191211191701,75,3,44,-1,0,2,-1,0,0,0,-1
20191211191702,85,1,41,-1,0,2,-1,60,0,0,-1
20191211191704,65,1,39,-1,0,6,-1,0,0,0,-1
20191211191704,63,1,40,-1,0,7,-1,0,0,0,-1
20191211191716,80,4,39,2,0,3,-1,60,0,0,0
20191211191716,80,4,40,2,0,4,-1,60,0,0,0
20191211191721,80,3,44,-1,0,3,-1,60,0,0,-1
20191211191721,64,3,44,-1,0,4,-1,0,0,0,-1
20191211191721,80,1,44,-1,0,5,-1,0,0,0,-1
20191211191731,55,4,56,5,0,3,-1,0,0,0,0
20191211191731,85,1,56,-1,0,4,-1,0,0,0,-1
20191211191731,77,4,38,10,0,5,-1,0,0,0,0
20191211191740,85,4,20,3,1,2,2,0,0,0,0
20191211191758,85,3,56,-1,0,3,-1,60,0,0,-1
20191211191771,80,4,44,2,0,4,-1,60,0,0,0
20191211191771,85,4,44,5,0,5,-1,61,0,0,0
20191211191771,79,4,44,2,0,6,-1,42,0,0,0
20191211191816,85,4,49,10,0,8,-1,60,0,0,0
20191211191854,78,4,48,5,0,4,-1,0,0,0,0
20191211191854,78,4,49,5,0,5,-1,0,0,0,0
20191211191855,80,1,43,-1,0,2,-1,60,0,0,-1
20191211191860,85,4,33,4,0,3,-1,60,0,0,0
20191211191860,85,1,41,-1,0,4,-1,60,0,0,-1
20191211191882,80,2,20,-1,1,2,2,60,0,0,-1
20191211192010,85,4,33,3,0,2,-1,60,0,0,0
20191211192027,80,1,43,-1,0,3,-1,0,0,0,-1
20191211192028,85,4,33,10,0,3,-1,60,0,0,0
20191211192041,77,1,20,-1,1,2,2,0,0,0,-1
20191211192047,80,4,33,6,0,3,-1,60,0,0,0
20191211192050,85,4,47,7,0,4,-1,60,0,0,0
20191211192075,85,4,33,5,0,3,-1,0,0,0,0
20191211192092,78,4,34,5,0,2,-1,0,0,0,0
20191211192126,75,1,49,-1,0,3,-1,0,0,0,-1
20191211192165,85,4,44,5,0,3,-1,0,0,0,0
20191211192193,80,4,47,3,0,3,-1,60,0,0,0
20191211192193,85,4,48,1,0,4,-1,60,0,0,0
20191211192235,80,3,56,-1,0,2,-1,60,0,0,-1
20191211192252,85,4,33,10,0,3,-1,60,0,0,0
20191211192264,62,1,34,-1,0,2,-1,0,0,0,-1
20191211192293,75,4,44,3,0,3,-1,0,0,0,0
20191211192293,80,4,44,3,0,4,-1,0,0,0,0
20191211192293,80,4,44,3,0,5,-1,0,0,0,0
20191211192293,80,4,44,3,0,6,-1,0,0,0,0
20191211192293,80,4,44,3,0,7,-1,0,0,0,0
20191211192306,85,4,33,5,0,6,-1,60,0,0,0
20191211192320,80,4,43,2,0,2,-1,60,0,0,0
20191211192324,85,2,33,-1,0,2,-1,60,0,0,-1
20191211192351,73,4,40,5,0,5,-1,0,0,0,0
20191211192351,75,3,39,-1,0,6,-1,0,0,0,-1
20191211192357,85,4,49,3,0,2,-1,60,0,0,0
20191211192405,79,4,47,2,0,7,-1,0,0,0,0
20191211192405,80,4,56,5,0,8,-1,60,0,0,0
20191211192445,77,1,34,-1,0,2,-1,0,0,0,-1
20191211192461,85,4,39,2,0,3,-1,0,0,0,0
20191211192461,85,4,40,2,0,4,-1,60,0,0,0
20191211192468,70,4,33,5,0,6,-1,0,0,0,0
20191211192473,73,1,44,-1,0,3,-1,0,0,0,-1
20191211192478,32,4,22,27,1,2,2,0,0,0,0
20191211192480,85,4,43,6,0,5,-1,60,0,0,0
20191211192486,68,1,43,-1,0,2,-1,0,0,0,-1
20191211192500,72,1,33,-1,0,3,-1,0,0,0,-1
20191211192500,71,1,34,-1,0,4,-1,0,0,0,-1
20191211192510,68,4,20,10,1,2,2,0,0,0,0
20191211192521,65,4,40,4,0,6,-1,0,0,0,0
20191211192525,55,4,33,5,0,5,-1,0,0,0,0
20191211192541,85,3,47,-1,0,4,-1,60,0,0,-1
20191211192549,85,2,39,-1,0,3,-1,60,0,0,-1
20191212190114,85,4,33,2,0,2,-1,60,0,0,0
20191212190114,85,4,42,3,0,3,-1,60,0,0,0
20191212190131,80,3,33,-1,0,3,-1,60,0,0,-1
20191212190131,85,3,34,-1,0,4,-1,60,0,0,-1
20191212190327,62,4,24,4,1,2,2,0,0,0,0
20191212190365,68,4,44,3,0,5,-1,0,0,0,0
20191212190365,78,4,44,2,0,6,-1,0,0,0,0
20191212190543,85,4,43,3,0,9,-1,61,0,0,0
20191212190543,73,4,43,3,0,10,-1,42,0,0,0
20191212190543,74,4,43,3,0,11,-1,42,0,0,0
20191212190543,75,4,43,3,0,12,-1,42,0,0,0
20191212190543,68,4,43,3,0,13,-1,42,0,0,0
20191212190589,85,2,44,-1,0,3,-1,0,0,0,-1
20191212190757,80,4,33,50,0,2,-1,60,0,0,0
20191212190873,85,4,43,2,0,4,-1,60,0,0,0
20191212190873,80,4,24,5,1,3,3,0,0,0,0
20191212190970,80,4,33,10,0,3,-1,0,0,0,0
20191212191078,85,4,34,3,0,2,-1,0,0,0,0
20191212191175,63,3,34,-1,0,8,-1,0,0,0,-1
20191212191195,80,4,38,3,0,3,-1,60,0,0,0
20191212191201,85,1,33,-1,0,2,-1,60,0,0,-1
20191212191203,85,4,24,15,1,2,2,0,0,0,0
20191212191283,85,2,33,-1,0,2,-1,60,0,0,-1
20191212191294,85,2,47,-1,0,4,-1,60,0,0,-1
20191212191294,85,2,48,-1,0,5,-1,60,0,0,-1
20191212191358,76,4,38,11,0,2,-1,0,0,0,0
20191212191445,56,4,38,18,0,3,-1,0,0,0,0
20191212191450,80,4,56,10,0,2,-1,0,0,0,0
20191212191450,75,1,56,-1,0,3,-1,0,0,0,-1
20191212191450,85,4,56,10,0,4,-1,60,0,0,0
20191212191450,70,4,56,5,0,5,-1,0,0,0,0
20191212191462,85,1,56,-1,0,2,-1,60,0,0,-1
20191212191523,85,4,33,15,0,3,-1,60,0,0,0
20191212191523,66,2,43,-1,0,4,-1,0,0,0,-1
20191212191523,85,2,43,-1,0,5,-1,60,0,0,-1
20191212191523,85,4,43,3,0,6,-1,60,0,0,0
20191212191563,65,1,20,-1,1,2,2,0,0,0,-1
20191212191696,85,4,24,4,1,2,2,60,0,0,0
20191212191881,80,4,38,10,0,3,-1,60,0,0,0
20191212191881,85,4,49,10,0,4,-1,60,0,0,0
20191212191932,78,1,43,-1,0,3,-1,0,0,0,-1
20191212191932,78,1,43,-1,0,4,-1,0,0,0,-1
20191212191932,78,1,43,-1,0,5,-1,0,0,0,-1
20191212191932,78,1,43,-1,0,6,-1,0,0,0,-1
20191212191972,53,2,34,-1,0,2,-1,0,0,0,-1
20191212192007,75,4,38,10,0,3,-1,0,0,0,0
20191212192007,64,4,20,2,1,2,2,0,0,0,0
20191212192055,74,4,33,5,0,6,-1,0,0,0,0
20191212192055,71,3,39,-1,0,7,-1,0,0,0,-1
20191212192055,74,4,40,5,0,8,-1,0,0,0,0
20191212192214,76,4,39,2,0,5,-1,0,0,0,0
20191212192256,74,4,49,2,0,2,-1,0,0,0,0
